Anchor,Positive,Negative
dataset\big_gan\big\biggan-spectrum\91\img009010.jpg,dataset\big_gan\big\biggan-spectrum\164\img000735.jpg,dataset\coco\coco\coco2017\train_spectrum\img045398.jpg
dataset\coco\coco\coco2017\train_spectrum\img100153.jpg,dataset\coco\coco\coco2017\train_spectrum\img108493.jpg,dataset\big_gan\big\biggan-spectrum\896\img008859.jpg
dataset\coco\coco\coco2017\train_spectrum\img134612.jpg,dataset\coco\coco\coco2017\train_spectrum\img132553.jpg,dataset\big_gan\big\biggan-spectrum\350\img002805.jpg
dataset\big_gan\big\biggan-spectrum\496\img004415.jpg,dataset\big_gan\big\biggan-spectrum\455\img003963.jpg,dataset\coco\coco\coco2017\train_spectrum\img073407.jpg
dataset\coco\coco\coco2017\train_spectrum\img144364.jpg,dataset\coco\coco\coco2017\train_spectrum\img132245.jpg,dataset\big_gan\big\biggan-spectrum\894\img008833.jpg
dataset\big_gan\big\biggan-spectrum\109\img000122.jpg,dataset\big_gan\big\biggan-spectrum\585\img005400.jpg,dataset\coco\coco\coco2017\train_spectrum\img110860.jpg
dataset\big_gan\big\biggan-spectrum\419\img003562.jpg,dataset\big_gan\big\biggan-spectrum\205\img001198.jpg,dataset\coco\coco\coco2017\train_spectrum\img108844.jpg
dataset\coco\coco\coco2017\train_spectrum\img152224.jpg,dataset\coco\coco\coco2017\train_spectrum\img137331.jpg,dataset\big_gan\big\biggan-spectrum\85\img008343.jpg
dataset\big_gan\big\biggan-spectrum\636\img005978.jpg,dataset\big_gan\big\biggan-spectrum\487\img004310.jpg,dataset\coco\coco\coco2017\train_spectrum\img149688.jpg
dataset\big_gan\big\biggan-spectrum\242\img001603.jpg,dataset\big_gan\big\biggan-spectrum\629\img005896.jpg,dataset\coco\coco\coco2017\train_spectrum\img079787.jpg
dataset\big_gan\big\biggan-spectrum\333\img002611.jpg,dataset\big_gan\big\biggan-spectrum\126\img000317.jpg,dataset\coco\coco\coco2017\train_spectrum\img053531.jpg
dataset\big_gan\big\biggan-spectrum\768\img007436.jpg,dataset\big_gan\big\biggan-spectrum\630\img005917.jpg,dataset\coco\coco\coco2017\train_spectrum\img155022.jpg
dataset\coco\coco\coco2017\train_spectrum\img142520.jpg,dataset\coco\coco\coco2017\train_spectrum\img103081.jpg,dataset\big_gan\big\biggan-spectrum\740\img007138.jpg
dataset\coco\coco\coco2017\train_spectrum\img040895.jpg,dataset\coco\coco\coco2017\train_spectrum\img110486.jpg,dataset\big_gan\big\biggan-spectrum\998\img009981.jpg
dataset\coco\coco\coco2017\train_spectrum\img087546.jpg,dataset\coco\coco\coco2017\train_spectrum\img116289.jpg,dataset\big_gan\big\biggan-spectrum\987\img009863.jpg
dataset\big_gan\big\biggan-spectrum\977\img009751.jpg,dataset\big_gan\big\biggan-spectrum\97\img009678.jpg,dataset\coco\coco\coco2017\train_spectrum\img058786.jpg
dataset\coco\coco\coco2017\train_spectrum\img128940.jpg,dataset\coco\coco\coco2017\train_spectrum\img054778.jpg,dataset\big_gan\big\biggan-spectrum\432\img003714.jpg
dataset\big_gan\big\biggan-spectrum\196\img001083.jpg,dataset\big_gan\big\biggan-spectrum\710\img006803.jpg,dataset\coco\coco\coco2017\train_spectrum\img104538.jpg
dataset\big_gan\big\biggan-spectrum\859\img008442.jpg,dataset\big_gan\big\biggan-spectrum\419\img003560.jpg,dataset\coco\coco\coco2017\train_spectrum\img112972.jpg
dataset\coco\coco\coco2017\train_spectrum\img046386.jpg,dataset\coco\coco\coco2017\train_spectrum\img136739.jpg,dataset\big_gan\big\biggan-spectrum\143\img000501.jpg
dataset\big_gan\big\biggan-spectrum\210\img001255.jpg,dataset\big_gan\big\biggan-spectrum\448\img003883.jpg,dataset\coco\coco\coco2017\train_spectrum\img077119.jpg
dataset\big_gan\big\biggan-spectrum\305\img002306.jpg,dataset\big_gan\big\biggan-spectrum\391\img003251.jpg,dataset\coco\coco\coco2017\train_spectrum\img095872.jpg
dataset\coco\coco\coco2017\train_spectrum\img142083.jpg,dataset\coco\coco\coco2017\train_spectrum\img095742.jpg,dataset\big_gan\big\biggan-spectrum\660\img006249.jpg
dataset\big_gan\big\biggan-spectrum\826\img008080.jpg,dataset\big_gan\big\biggan-spectrum\630\img005910.jpg,dataset\coco\coco\coco2017\train_spectrum\img096902.jpg
dataset\coco\coco\coco2017\train_spectrum\img118394.jpg,dataset\coco\coco\coco2017\train_spectrum\img110411.jpg,dataset\big_gan\big\biggan-spectrum\117\img000211.jpg
dataset\big_gan\big\biggan-spectrum\966\img009631.jpg,dataset\big_gan\big\biggan-spectrum\539\img004891.jpg,dataset\coco\coco\coco2017\train_spectrum\img068098.jpg
dataset\coco\coco\coco2017\train_spectrum\img155333.jpg,dataset\coco\coco\coco2017\train_spectrum\img140324.jpg,dataset\big_gan\big\biggan-spectrum\752\img007265.jpg
dataset\coco\coco\coco2017\train_spectrum\img107074.jpg,dataset\coco\coco\coco2017\train_spectrum\img151468.jpg,dataset\big_gan\big\biggan-spectrum\687\img006534.jpg
dataset\coco\coco\coco2017\train_spectrum\img088551.jpg,dataset\coco\coco\coco2017\train_spectrum\img087654.jpg,dataset\big_gan\big\biggan-spectrum\302\img002274.jpg
dataset\big_gan\big\biggan-spectrum\912\img009047.jpg,dataset\big_gan\big\biggan-spectrum\119\img000237.jpg,dataset\coco\coco\coco2017\train_spectrum\img058452.jpg
dataset\coco\coco\coco2017\train_spectrum\img110756.jpg,dataset\coco\coco\coco2017\train_spectrum\img112306.jpg,dataset\big_gan\big\biggan-spectrum\260\img001805.jpg
dataset\big_gan\big\biggan-spectrum\943\img009380.jpg,dataset\big_gan\big\biggan-spectrum\54\img004905.jpg,dataset\coco\coco\coco2017\train_spectrum\img147022.jpg
dataset\big_gan\big\biggan-spectrum\313\img002391.jpg,dataset\big_gan\big\biggan-spectrum\154\img000623.jpg,dataset\coco\coco\coco2017\train_spectrum\img121031.jpg
dataset\coco\coco\coco2017\train_spectrum\img071707.jpg,dataset\coco\coco\coco2017\train_spectrum\img041042.jpg,dataset\big_gan\big\biggan-spectrum\210\img001250.jpg
dataset\big_gan\big\biggan-spectrum\783\img007604.jpg,dataset\big_gan\big\biggan-spectrum\524\img004739.jpg,dataset\coco\coco\coco2017\train_spectrum\img135425.jpg
dataset\coco\coco\coco2017\train_spectrum\img056040.jpg,dataset\coco\coco\coco2017\train_spectrum\img134907.jpg,dataset\big_gan\big\biggan-spectrum\500\img004477.jpg
dataset\big_gan\big\biggan-spectrum\352\img002824.jpg,dataset\big_gan\big\biggan-spectrum\150\img000587.jpg,dataset\coco\coco\coco2017\train_spectrum\img094331.jpg
dataset\big_gan\big\biggan-spectrum\233\img001504.jpg,dataset\big_gan\big\biggan-spectrum\213\img001281.jpg,dataset\coco\coco\coco2017\train_spectrum\img069445.jpg
dataset\coco\coco\coco2017\train_spectrum\img119454.jpg,dataset\coco\coco\coco2017\train_spectrum\img067943.jpg,dataset\big_gan\big\biggan-spectrum\390\img003249.jpg
dataset\coco\coco\coco2017\train_spectrum\img081282.jpg,dataset\coco\coco\coco2017\train_spectrum\img127355.jpg,dataset\big_gan\big\biggan-spectrum\782\img007599.jpg
dataset\coco\coco\coco2017\train_spectrum\img092306.jpg,dataset\coco\coco\coco2017\train_spectrum\img092069.jpg,dataset\big_gan\big\biggan-spectrum\49\img004343.jpg
dataset\coco\coco\coco2017\train_spectrum\img073734.jpg,dataset\coco\coco\coco2017\train_spectrum\img048437.jpg,dataset\big_gan\big\biggan-spectrum\234\img001515.jpg
dataset\coco\coco\coco2017\train_spectrum\img094490.jpg,dataset\coco\coco\coco2017\train_spectrum\img044594.jpg,dataset\big_gan\big\biggan-spectrum\349\img002782.jpg
dataset\coco\coco\coco2017\train_spectrum\img134907.jpg,dataset\coco\coco\coco2017\train_spectrum\img084284.jpg,dataset\big_gan\big\biggan-spectrum\337\img002658.jpg
dataset\big_gan\big\biggan-spectrum\180\img000918.jpg,dataset\big_gan\big\biggan-spectrum\894\img008835.jpg,dataset\coco\coco\coco2017\train_spectrum\img146462.jpg
dataset\coco\coco\coco2017\train_spectrum\img064863.jpg,dataset\coco\coco\coco2017\train_spectrum\img054879.jpg,dataset\big_gan\big\biggan-spectrum\44\img003790.jpg
dataset\coco\coco\coco2017\train_spectrum\img136889.jpg,dataset\coco\coco\coco2017\train_spectrum\img083483.jpg,dataset\big_gan\big\biggan-spectrum\569\img005226.jpg
dataset\coco\coco\coco2017\train_spectrum\img105393.jpg,dataset\coco\coco\coco2017\train_spectrum\img125353.jpg,dataset\big_gan\big\biggan-spectrum\746\img007194.jpg
dataset\big_gan\big\biggan-spectrum\853\img008386.jpg,dataset\big_gan\big\biggan-spectrum\311\img002376.jpg,dataset\coco\coco\coco2017\train_spectrum\img126471.jpg
dataset\big_gan\big\biggan-spectrum\227\img001435.jpg,dataset\big_gan\big\biggan-spectrum\756\img007307.jpg,dataset\coco\coco\coco2017\train_spectrum\img156771.jpg
dataset\coco\coco\coco2017\train_spectrum\img095266.jpg,dataset\coco\coco\coco2017\train_spectrum\img047324.jpg,dataset\big_gan\big\biggan-spectrum\327\img002545.jpg
dataset\coco\coco\coco2017\train_spectrum\img045314.jpg,dataset\coco\coco\coco2017\train_spectrum\img136804.jpg,dataset\big_gan\big\biggan-spectrum\388\img003214.jpg
dataset\coco\coco\coco2017\train_spectrum\img118569.jpg,dataset\coco\coco\coco2017\train_spectrum\img099407.jpg,dataset\big_gan\big\biggan-spectrum\198\img001106.jpg
dataset\big_gan\big\biggan-spectrum\46\img004019.jpg,dataset\big_gan\big\biggan-spectrum\944\img009399.jpg,dataset\coco\coco\coco2017\train_spectrum\img075979.jpg
dataset\coco\coco\coco2017\train_spectrum\img142870.jpg,dataset\coco\coco\coco2017\train_spectrum\img061186.jpg,dataset\big_gan\big\biggan-spectrum\884\img008720.jpg
dataset\coco\coco\coco2017\train_spectrum\img054610.jpg,dataset\coco\coco\coco2017\train_spectrum\img123789.jpg,dataset\big_gan\big\biggan-spectrum\717\img006875.jpg
dataset\big_gan\big\biggan-spectrum\340\img002693.jpg,dataset\big_gan\big\biggan-spectrum\963\img009609.jpg,dataset\coco\coco\coco2017\train_spectrum\img123453.jpg
dataset\big_gan\big\biggan-spectrum\679\img006440.jpg,dataset\big_gan\big\biggan-spectrum\494\img004393.jpg,dataset\coco\coco\coco2017\train_spectrum\img048203.jpg
dataset\big_gan\big\biggan-spectrum\454\img003954.jpg,dataset\big_gan\big\biggan-spectrum\978\img009760.jpg,dataset\coco\coco\coco2017\train_spectrum\img095881.jpg
dataset\big_gan\big\biggan-spectrum\983\img009822.jpg,dataset\big_gan\big\biggan-spectrum\241\img001594.jpg,dataset\coco\coco\coco2017\train_spectrum\img047376.jpg
dataset\coco\coco\coco2017\train_spectrum\img058403.jpg,dataset\coco\coco\coco2017\train_spectrum\img086697.jpg,dataset\big_gan\big\biggan-spectrum\613\img005724.jpg
dataset\coco\coco\coco2017\train_spectrum\img142305.jpg,dataset\coco\coco\coco2017\train_spectrum\img125788.jpg,dataset\big_gan\big\biggan-spectrum\278\img001997.jpg
dataset\coco\coco\coco2017\train_spectrum\img092335.jpg,dataset\coco\coco\coco2017\train_spectrum\img112824.jpg,dataset\big_gan\big\biggan-spectrum\55\img005014.jpg
dataset\big_gan\big\biggan-spectrum\716\img006865.jpg,dataset\big_gan\big\biggan-spectrum\787\img007645.jpg,dataset\coco\coco\coco2017\train_spectrum\img128910.jpg
dataset\big_gan\big\biggan-spectrum\454\img003958.jpg,dataset\big_gan\big\biggan-spectrum\66\img006232.jpg,dataset\coco\coco\coco2017\train_spectrum\img121328.jpg
dataset\big_gan\big\biggan-spectrum\12\img000246.jpg,dataset\big_gan\big\biggan-spectrum\492\img004370.jpg,dataset\coco\coco\coco2017\train_spectrum\img050203.jpg
dataset\coco\coco\coco2017\train_spectrum\img156774.jpg,dataset\coco\coco\coco2017\train_spectrum\img098322.jpg,dataset\big_gan\big\biggan-spectrum\689\img006557.jpg
dataset\big_gan\big\biggan-spectrum\814\img007957.jpg,dataset\big_gan\big\biggan-spectrum\504\img004518.jpg,dataset\coco\coco\coco2017\train_spectrum\img047007.jpg
dataset\coco\coco\coco2017\train_spectrum\img106065.jpg,dataset\coco\coco\coco2017\train_spectrum\img115144.jpg,dataset\big_gan\big\biggan-spectrum\419\img003569.jpg
dataset\big_gan\big\biggan-spectrum\445\img003853.jpg,dataset\big_gan\big\biggan-spectrum\606\img005642.jpg,dataset\coco\coco\coco2017\train_spectrum\img136547.jpg
dataset\coco\coco\coco2017\train_spectrum\img092128.jpg,dataset\coco\coco\coco2017\train_spectrum\img103149.jpg,dataset\big_gan\big\biggan-spectrum\372\img003046.jpg
dataset\big_gan\big\biggan-spectrum\819\img008005.jpg,dataset\big_gan\big\biggan-spectrum\162\img000719.jpg,dataset\coco\coco\coco2017\train_spectrum\img068088.jpg
dataset\big_gan\big\biggan-spectrum\858\img008431.jpg,dataset\big_gan\big\biggan-spectrum\704\img006733.jpg,dataset\coco\coco\coco2017\train_spectrum\img095819.jpg
dataset\big_gan\big\biggan-spectrum\632\img005933.jpg,dataset\big_gan\big\biggan-spectrum\596\img005527.jpg,dataset\coco\coco\coco2017\train_spectrum\img052604.jpg
dataset\big_gan\big\biggan-spectrum\746\img007196.jpg,dataset\big_gan\big\biggan-spectrum\929\img009228.jpg,dataset\coco\coco\coco2017\train_spectrum\img091141.jpg
dataset\big_gan\big\biggan-spectrum\370\img003028.jpg,dataset\big_gan\big\biggan-spectrum\942\img009374.jpg,dataset\coco\coco\coco2017\train_spectrum\img107159.jpg
dataset\big_gan\big\biggan-spectrum\821\img008032.jpg,dataset\big_gan\big\biggan-spectrum\984\img009839.jpg,dataset\coco\coco\coco2017\train_spectrum\img059139.jpg
dataset\big_gan\big\biggan-spectrum\293\img002162.jpg,dataset\big_gan\big\biggan-spectrum\379\img003111.jpg,dataset\coco\coco\coco2017\train_spectrum\img158673.jpg
dataset\coco\coco\coco2017\train_spectrum\img080229.jpg,dataset\coco\coco\coco2017\train_spectrum\img076414.jpg,dataset\big_gan\big\biggan-spectrum\886\img008747.jpg
dataset\big_gan\big\biggan-spectrum\562\img005153.jpg,dataset\big_gan\big\biggan-spectrum\373\img003055.jpg,dataset\coco\coco\coco2017\train_spectrum\img100637.jpg
dataset\coco\coco\coco2017\train_spectrum\img135176.jpg,dataset\coco\coco\coco2017\train_spectrum\img088597.jpg,dataset\big_gan\big\biggan-spectrum\959\img009553.jpg
dataset\coco\coco\coco2017\train_spectrum\img116709.jpg,dataset\coco\coco\coco2017\train_spectrum\img107470.jpg,dataset\big_gan\big\biggan-spectrum\551\img005035.jpg
dataset\coco\coco\coco2017\train_spectrum\img117549.jpg,dataset\coco\coco\coco2017\train_spectrum\img144829.jpg,dataset\big_gan\big\biggan-spectrum\49\img004349.jpg
dataset\big_gan\big\biggan-spectrum\453\img003945.jpg,dataset\big_gan\big\biggan-spectrum\175\img000851.jpg,dataset\coco\coco\coco2017\train_spectrum\img097357.jpg
dataset\coco\coco\coco2017\train_spectrum\img118916.jpg,dataset\coco\coco\coco2017\train_spectrum\img068313.jpg,dataset\big_gan\big\biggan-spectrum\876\img008639.jpg
dataset\coco\coco\coco2017\train_spectrum\img114339.jpg,dataset\coco\coco\coco2017\train_spectrum\img080152.jpg,dataset\big_gan\big\biggan-spectrum\785\img007627.jpg
dataset\big_gan\big\biggan-spectrum\766\img007413.jpg,dataset\big_gan\big\biggan-spectrum\216\img001317.jpg,dataset\coco\coco\coco2017\train_spectrum\img122021.jpg
dataset\coco\coco\coco2017\train_spectrum\img081742.jpg,dataset\coco\coco\coco2017\train_spectrum\img053253.jpg,dataset\big_gan\big\biggan-spectrum\948\img009435.jpg
dataset\big_gan\big\biggan-spectrum\765\img007405.jpg,dataset\big_gan\big\biggan-spectrum\432\img003715.jpg,dataset\coco\coco\coco2017\train_spectrum\img082482.jpg
dataset\coco\coco\coco2017\train_spectrum\img044589.jpg,dataset\coco\coco\coco2017\train_spectrum\img074084.jpg,dataset\big_gan\big\biggan-spectrum\575\img005299.jpg
dataset\coco\coco\coco2017\train_spectrum\img067693.jpg,dataset\coco\coco\coco2017\train_spectrum\img095228.jpg,dataset\big_gan\big\biggan-spectrum\355\img002855.jpg
dataset\big_gan\big\biggan-spectrum\510\img004586.jpg,dataset\big_gan\big\biggan-spectrum\980\img009796.jpg,dataset\coco\coco\coco2017\train_spectrum\img048203.jpg
dataset\big_gan\big\biggan-spectrum\491\img004363.jpg,dataset\big_gan\big\biggan-spectrum\859\img008440.jpg,dataset\coco\coco\coco2017\train_spectrum\img105594.jpg
dataset\big_gan\big\biggan-spectrum\104\img000079.jpg,dataset\big_gan\big\biggan-spectrum\930\img009245.jpg,dataset\coco\coco\coco2017\train_spectrum\img124144.jpg
dataset\coco\coco\coco2017\train_spectrum\img121372.jpg,dataset\coco\coco\coco2017\train_spectrum\img110177.jpg,dataset\big_gan\big\biggan-spectrum\750\img007242.jpg
dataset\coco\coco\coco2017\train_spectrum\img158015.jpg,dataset\coco\coco\coco2017\train_spectrum\img133267.jpg,dataset\big_gan\big\biggan-spectrum\411\img003482.jpg
dataset\coco\coco\coco2017\train_spectrum\img105594.jpg,dataset\coco\coco\coco2017\train_spectrum\img130465.jpg,dataset\big_gan\big\biggan-spectrum\36\img002900.jpg
dataset\big_gan\big\biggan-spectrum\948\img009437.jpg,dataset\big_gan\big\biggan-spectrum\62\img005798.jpg,dataset\coco\coco\coco2017\train_spectrum\img082506.jpg
dataset\big_gan\big\biggan-spectrum\142\img000496.jpg,dataset\big_gan\big\biggan-spectrum\491\img004361.jpg,dataset\coco\coco\coco2017\train_spectrum\img096612.jpg
dataset\coco\coco\coco2017\train_spectrum\img064488.jpg,dataset\coco\coco\coco2017\train_spectrum\img052290.jpg,dataset\big_gan\big\biggan-spectrum\696\img006630.jpg
dataset\coco\coco\coco2017\train_spectrum\img111303.jpg,dataset\coco\coco\coco2017\train_spectrum\img041252.jpg,dataset\big_gan\big\biggan-spectrum\895\img008847.jpg
dataset\big_gan\big\biggan-spectrum\950\img009463.jpg,dataset\big_gan\big\biggan-spectrum\493\img004385.jpg,dataset\coco\coco\coco2017\train_spectrum\img108342.jpg
dataset\coco\coco\coco2017\train_spectrum\img114779.jpg,dataset\coco\coco\coco2017\train_spectrum\img094997.jpg,dataset\big_gan\big\biggan-spectrum\95\img009450.jpg
dataset\big_gan\big\biggan-spectrum\854\img008390.jpg,dataset\big_gan\big\biggan-spectrum\503\img004506.jpg,dataset\coco\coco\coco2017\train_spectrum\img089271.jpg
dataset\big_gan\big\biggan-spectrum\356\img002861.jpg,dataset\big_gan\big\biggan-spectrum\731\img007031.jpg,dataset\coco\coco\coco2017\train_spectrum\img123652.jpg
dataset\big_gan\big\biggan-spectrum\440\img003802.jpg,dataset\big_gan\big\biggan-spectrum\301\img002261.jpg,dataset\coco\coco\coco2017\train_spectrum\img102692.jpg
dataset\coco\coco\coco2017\train_spectrum\img115946.jpg,dataset\coco\coco\coco2017\train_spectrum\img107900.jpg,dataset\big_gan\big\biggan-spectrum\854\img008396.jpg
dataset\coco\coco\coco2017\train_spectrum\img155960.jpg,dataset\coco\coco\coco2017\train_spectrum\img110799.jpg,dataset\big_gan\big\biggan-spectrum\729\img007004.jpg
dataset\coco\coco\coco2017\train_spectrum\img102887.jpg,dataset\coco\coco\coco2017\train_spectrum\img055602.jpg,dataset\big_gan\big\biggan-spectrum\978\img009762.jpg
dataset\big_gan\big\biggan-spectrum\118\img000226.jpg,dataset\big_gan\big\biggan-spectrum\401\img003376.jpg,dataset\coco\coco\coco2017\train_spectrum\img051984.jpg
dataset\big_gan\big\biggan-spectrum\788\img007652.jpg,dataset\big_gan\big\biggan-spectrum\404\img003401.jpg,dataset\coco\coco\coco2017\train_spectrum\img090947.jpg
dataset\coco\coco\coco2017\train_spectrum\img092861.jpg,dataset\coco\coco\coco2017\train_spectrum\img135789.jpg,dataset\big_gan\big\biggan-spectrum\303\img002287.jpg
dataset\coco\coco\coco2017\train_spectrum\img051876.jpg,dataset\coco\coco\coco2017\train_spectrum\img118567.jpg,dataset\big_gan\big\biggan-spectrum\904\img008959.jpg
dataset\coco\coco\coco2017\train_spectrum\img060974.jpg,dataset\coco\coco\coco2017\train_spectrum\img133761.jpg,dataset\big_gan\big\biggan-spectrum\193\img001056.jpg
dataset\coco\coco\coco2017\train_spectrum\img152864.jpg,dataset\coco\coco\coco2017\train_spectrum\img141274.jpg,dataset\big_gan\big\biggan-spectrum\89\img008788.jpg
dataset\big_gan\big\biggan-spectrum\842\img008265.jpg,dataset\big_gan\big\biggan-spectrum\600\img005581.jpg,dataset\coco\coco\coco2017\train_spectrum\img121667.jpg
dataset\coco\coco\coco2017\train_spectrum\img076780.jpg,dataset\coco\coco\coco2017\train_spectrum\img044394.jpg,dataset\big_gan\big\biggan-spectrum\321\img002487.jpg
dataset\coco\coco\coco2017\train_spectrum\img098013.jpg,dataset\coco\coco\coco2017\train_spectrum\img088863.jpg,dataset\big_gan\big\biggan-spectrum\869\img008552.jpg
dataset\big_gan\big\biggan-spectrum\353\img002830.jpg,dataset\big_gan\big\biggan-spectrum\556\img005085.jpg,dataset\coco\coco\coco2017\train_spectrum\img060737.jpg
dataset\big_gan\big\biggan-spectrum\293\img002164.jpg,dataset\big_gan\big\biggan-spectrum\400\img003362.jpg,dataset\coco\coco\coco2017\train_spectrum\img069105.jpg
dataset\coco\coco\coco2017\train_spectrum\img137289.jpg,dataset\coco\coco\coco2017\train_spectrum\img090367.jpg,dataset\big_gan\big\biggan-spectrum\373\img003055.jpg
dataset\coco\coco\coco2017\train_spectrum\img046578.jpg,dataset\coco\coco\coco2017\train_spectrum\img060839.jpg,dataset\big_gan\big\biggan-spectrum\133\img000397.jpg
dataset\big_gan\big\biggan-spectrum\605\img005633.jpg,dataset\big_gan\big\biggan-spectrum\198\img001107.jpg,dataset\coco\coco\coco2017\train_spectrum\img128823.jpg
dataset\coco\coco\coco2017\train_spectrum\img147996.jpg,dataset\coco\coco\coco2017\train_spectrum\img136143.jpg,dataset\big_gan\big\biggan-spectrum\659\img006228.jpg
dataset\coco\coco\coco2017\train_spectrum\img063201.jpg,dataset\coco\coco\coco2017\train_spectrum\img143269.jpg,dataset\big_gan\big\biggan-spectrum\126\img000319.jpg
dataset\big_gan\big\biggan-spectrum\398\img003329.jpg,dataset\big_gan\big\biggan-spectrum\674\img006392.jpg,dataset\coco\coco\coco2017\train_spectrum\img147127.jpg
dataset\coco\coco\coco2017\train_spectrum\img114545.jpg,dataset\coco\coco\coco2017\train_spectrum\img104727.jpg,dataset\big_gan\big\biggan-spectrum\700\img006698.jpg
dataset\big_gan\big\biggan-spectrum\838\img008214.jpg,dataset\big_gan\big\biggan-spectrum\291\img002148.jpg,dataset\coco\coco\coco2017\train_spectrum\img120181.jpg
dataset\coco\coco\coco2017\train_spectrum\img085072.jpg,dataset\coco\coco\coco2017\train_spectrum\img059515.jpg,dataset\big_gan\big\biggan-spectrum\232\img001492.jpg
dataset\coco\coco\coco2017\train_spectrum\img119707.jpg,dataset\coco\coco\coco2017\train_spectrum\img080933.jpg,dataset\big_gan\big\biggan-spectrum\181\img000928.jpg
dataset\coco\coco\coco2017\train_spectrum\img092000.jpg,dataset\coco\coco\coco2017\train_spectrum\img141390.jpg,dataset\big_gan\big\biggan-spectrum\788\img007654.jpg
dataset\big_gan\big\biggan-spectrum\661\img006253.jpg,dataset\big_gan\big\biggan-spectrum\454\img003952.jpg,dataset\coco\coco\coco2017\train_spectrum\img094719.jpg
dataset\coco\coco\coco2017\train_spectrum\img145319.jpg,dataset\coco\coco\coco2017\train_spectrum\img066153.jpg,dataset\big_gan\big\biggan-spectrum\110\img000149.jpg
dataset\coco\coco\coco2017\train_spectrum\img108861.jpg,dataset\coco\coco\coco2017\train_spectrum\img089235.jpg,dataset\big_gan\big\biggan-spectrum\764\img007394.jpg
dataset\big_gan\big\biggan-spectrum\110\img000145.jpg,dataset\big_gan\big\biggan-spectrum\341\img002702.jpg,dataset\coco\coco\coco2017\train_spectrum\img120438.jpg
dataset\big_gan\big\biggan-spectrum\571\img005256.jpg,dataset\big_gan\big\biggan-spectrum\929\img009224.jpg,dataset\coco\coco\coco2017\train_spectrum\img040751.jpg
dataset\big_gan\big\biggan-spectrum\577\img005318.jpg,dataset\big_gan\big\biggan-spectrum\309\img002342.jpg,dataset\coco\coco\coco2017\train_spectrum\img140136.jpg
dataset\big_gan\big\biggan-spectrum\629\img005891.jpg,dataset\big_gan\big\biggan-spectrum\427\img003652.jpg,dataset\coco\coco\coco2017\train_spectrum\img043544.jpg
dataset\coco\coco\coco2017\train_spectrum\img119598.jpg,dataset\coco\coco\coco2017\train_spectrum\img091697.jpg,dataset\big_gan\big\biggan-spectrum\747\img007203.jpg
dataset\coco\coco\coco2017\train_spectrum\img095593.jpg,dataset\coco\coco\coco2017\train_spectrum\img152060.jpg,dataset\big_gan\big\biggan-spectrum\749\img007224.jpg
dataset\big_gan\big\biggan-spectrum\366\img002977.jpg,dataset\big_gan\big\biggan-spectrum\136\img000427.jpg,dataset\coco\coco\coco2017\train_spectrum\img139364.jpg
dataset\big_gan\big\biggan-spectrum\57\img005231.jpg,dataset\big_gan\big\biggan-spectrum\180\img000916.jpg,dataset\coco\coco\coco2017\train_spectrum\img067716.jpg
dataset\coco\coco\coco2017\train_spectrum\img134038.jpg,dataset\coco\coco\coco2017\train_spectrum\img104774.jpg,dataset\big_gan\big\biggan-spectrum\537\img004876.jpg
dataset\coco\coco\coco2017\train_spectrum\img079719.jpg,dataset\coco\coco\coco2017\train_spectrum\img156350.jpg,dataset\big_gan\big\biggan-spectrum\625\img005851.jpg
dataset\big_gan\big\biggan-spectrum\158\img000661.jpg,dataset\big_gan\big\biggan-spectrum\387\img003206.jpg,dataset\coco\coco\coco2017\train_spectrum\img092483.jpg
dataset\coco\coco\coco2017\train_spectrum\img085186.jpg,dataset\coco\coco\coco2017\train_spectrum\img072846.jpg,dataset\big_gan\big\biggan-spectrum\326\img002536.jpg
dataset\big_gan\big\biggan-spectrum\121\img000263.jpg,dataset\big_gan\big\biggan-spectrum\952\img009485.jpg,dataset\coco\coco\coco2017\train_spectrum\img078714.jpg
dataset\coco\coco\coco2017\train_spectrum\img082185.jpg,dataset\coco\coco\coco2017\train_spectrum\img156434.jpg,dataset\big_gan\big\biggan-spectrum\163\img000725.jpg
dataset\coco\coco\coco2017\train_spectrum\img158303.jpg,dataset\coco\coco\coco2017\train_spectrum\img098203.jpg,dataset\big_gan\big\biggan-spectrum\493\img004383.jpg
dataset\coco\coco\coco2017\train_spectrum\img137580.jpg,dataset\coco\coco\coco2017\train_spectrum\img156712.jpg,dataset\big_gan\big\biggan-spectrum\243\img001613.jpg
dataset\big_gan\big\biggan-spectrum\800\img007802.jpg,dataset\big_gan\big\biggan-spectrum\600\img005583.jpg,dataset\coco\coco\coco2017\train_spectrum\img130781.jpg
dataset\coco\coco\coco2017\train_spectrum\img130184.jpg,dataset\coco\coco\coco2017\train_spectrum\img135625.jpg,dataset\big_gan\big\biggan-spectrum\704\img006735.jpg
dataset\coco\coco\coco2017\train_spectrum\img108010.jpg,dataset\coco\coco\coco2017\train_spectrum\img087728.jpg,dataset\big_gan\big\biggan-spectrum\172\img000820.jpg
dataset\coco\coco\coco2017\train_spectrum\img147267.jpg,dataset\coco\coco\coco2017\train_spectrum\img051221.jpg,dataset\big_gan\big\biggan-spectrum\609\img005678.jpg
dataset\coco\coco\coco2017\train_spectrum\img045504.jpg,dataset\coco\coco\coco2017\train_spectrum\img053435.jpg,dataset\big_gan\big\biggan-spectrum\16\img000686.jpg
